Data Guru Kec. Ilir Barat II - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK DAHLIA PALEMBANG;10647237;TK;Swasta;04 Mar 2026 23:59:40;17;33;2;2;2;3;0;1
2;TK DHARMA WANITA PDAM;10644556;TK;Swasta;31 Jan 2026 21:41:05;28;21;2;4;1;2;0;1
3;TK KARTIKA II-1 PALEMBANG;10644558;TK;Swasta;03 Mar 2026 11:52:11;35;34;2;6;1;5;0;0
4;TK KARTIKA II-3 PALEMBANG;10644559;TK;Swasta;03 Feb 2026 11:21:51;17;17;1;2;2;2;0;0
5;TK METHODIST 05 PALEMBANG;69773005;TK;Swasta;03 Mar 2026 08:31:09;17;52;4;4;2;6;0;0
6;TK PALM KID PALEMBANG;10645304;TK;Swasta;28 Jan 2026 15:18:20;13;18;2;3;4;5;0;1
7;TK PERTIWI 3;10644339;TK;Swasta;01 Mar 2026 21:32:04;25;43;4;5;1;4;0;0
8;TK SYAILENDRA PALEMBANG;69858019;TK;Swasta;03 Mar 2026 09:25:20;33;76;5;4;2;6;0;1
9;TK YAYASAN ISLAM TELADAN PALEMBANG;10644554;TK;Swasta;04 Mar 2026 09:37:53;17;16;1;2;2;1;0;1
10;TK YWKA PALEMBANG;69773017;TK;Swasta;04 Mar 2026 11:57:10;11;45;3;4;1;4;0;0
11;KB Anugrah;69773042;KB;Swasta;-;0;0;0;0;0;1;0;1
12;KB Cahaya Muslimat Nu 6;69773036;KB;Swasta;-;1;37;1;0;1;1;0;1
13;KB Dahlia;69773044;KB;Swasta;05 Mar 2026 00:27:54;3;23;1;1;2;2;0;1
14;KB Goldie Land Islamic Preschool;69773131;KB;Swasta;04 Mar 2026 10:23:39;3;17;2;1;2;4;1;1
15;KB Mutiara Arlis;69773041;KB;Swasta;27 Jan 2026 22:38:28;12;39;3;3;1;3;0;0
16;KB NURUL JAMIK;69858038;KB;Swasta;-;4;1;1;1;1;1;0;0
17;KB Shandy;69773037;KB;Swasta;16 Jan 2026 16:16:14;5;40;1;0;1;1;0;0
18;KB Syailendra;69773045;KB;Swasta;23 Jan 2026 11:25:34;0;0;0;0;0;2;0;1
19;KB ZAYYAN;69930804;KB;Swasta;06 Feb 2026 11:21:30;3;24;2;1;3;4;0;0
20;KB. CHATYA MANIS;69858037;KB;Swasta;03 Mar 2026 00:45:44;10;45;3;2;4;3;0;0
21;TPA ZAHRIAH;69773240;TPA;Swasta;-;0;0;0;0;0;2;1;0
22;SPS Al Akbar;69773248;SPS;Swasta;27 Jan 2026 00:00:01;4;18;1;0;0;1;0;1
23;SPS Mawar Merah;69773249;SPS;Swasta;22 Jan 2026 19:16:30;5;27;2;2;2;2;0;0
24;SD NEGERI 030 PALEMBANG;10603469;SD;Negeri;10 Mar 2026 07:52:58;33;630;21;21;5;13;0;1
25;SD NEGERI 031 PALEMBANG;10603468;SD;Negeri;05 Mar 2026 10:25:31;53;269;12;14;3;12;0;1
26;SD NEGERI 032 PALEMBANG;10603467;SD;Negeri;06 Mar 2026 20:07:44;55;284;12;10;4;5;0;1
27;SD NEGERI 033 PALEMBANG;10603466;SD;Negeri;13 Mar 2026 08:20:15;37;865;29;33;2;19;1;1
28;SD NEGERI 034 PALEMBANG;10603465;SD;Negeri;05 Mar 2026 13:50:23;39;381;13;20;3;11;0;1
29;SD NEGERI 035 PALEMBANG;10603464;SD;Negeri;04 Mar 2026 11:32:50;41;946;30;37;7;16;1;1
30;SD NEGERI 036 PALEMBANG;10603475;SD;Negeri;10 Mar 2026 08:22:41;20;106;6;7;0;10;0;0
31;SD NEGERI 037 PALEMBANG;10603559;SD;Negeri;06 Mar 2026 12:30:54;55;188;8;9;3;6;0;1
32;SD NEGERI 038 PALEMBANG;10603542;SD;Negeri;10 Mar 2026 09:17:55;45;353;13;18;4;13;0;1
33;SD ADVENT I PALEMBANG;10609439;SD;Swasta;02 Mar 2026 09:01:51;17;51;6;2;1;6;2;1
34;SMP NEGERI 13 PALEMBANG;10603757;SMP;Negeri;07 Mar 2026 14:21:51;61;966;30;45;11;15;2;1
35;SMP NEGERI 43 PALEMBANG;10603769;SMP;Negeri;02 Mar 2026 23:41:05;81;679;21;36;10;21;2;1
36;SMP ADVENT PALEMBANG;10609484;SMP;Swasta;15 Feb 2026 15:37:30;14;31;3;2;1;3;2;2
37;SMP ISLAM AZ-ZAHRAH 01 PALEMBANG;10609491;SMP;Swasta;03 Mar 2026 09:10:43;67;313;11;20;6;11;2;1
38;SMP TELADAN PALEMBANG;10609591;SMP;Swasta;20 Feb 2026 13:31:40;27;67;3;7;2;3;0;1
39;SMP TRI DHARMA PALEMBANG;10609593;SMP;Swasta;03 Mar 2026 11:16:11;58;368;12;18;9;13;3;1
40;SMA AZ-ZAHRAH PALEMBANG;10609645;SMA;Swasta;10 Mar 2026 08:58:25;115;359;11;19;7;11;7;1
41;SMA SJAKHYAKIRTI PALEMBANG;10609691;SMA;Swasta;12 Mar 2026 16:39:00;210;399;14;27;8;19;4;1
42;SMA TELADAN PALEMBANG;10609695;SMA;Swasta;22 Jan 2026 12:23:03;35;48;3;6;0;3;2;1
43;SMA TRI DHARMA PALEMBANG;10609697;SMA;Swasta;09 Mar 2026 08:53:01;48;342;12;16;1;16;8;1
44;SMK SETIA DARMA 2 PALEMBANG;69964521;SMK;Swasta;08 Mar 2026 13:41:42;106;108;6;12;2;6;2;1
45;SMK SJAKHYAKIRTI PALEMBANG;69859654;SMK;Swasta;05 Mar 2026 08:29:19;52;219;6;21;3;6;1;1
46;SMK TRI DHARMA PALEMBANG;10609735;SMK;Swasta;06 Mar 2026 14:26:44;89;897;32;27;8;33;4;1
47;PKBM AL - AKBAR;P9948243;PKBM;Swasta;12 Mar 2026 10:18:47;21;156;2;2;1;3;0;1
48;PKBM AL-MARFUAH;P2966338;PKBM;Swasta;30 Jan 2026 14:29:11;39;62;2;2;1;7;1;1
49;PKBM HOMESCHOOLING PRIMAGAMA;P9948061;PKBM;Swasta;09 Mar 2026 10:05:22;34;97;6;41;1;6;0;1
Total;Total;Total;Total;Total;Total;1,715;9,81;367;519;138;352;46;37
